,ADD,ABD,ER,IR,EXT,FLEX,imb. ADD,imb. ABD,imb. ER,imb. IR,imb. EXT,imb. FLEX,obj_principal,obj_force,obj_imb,sum
0,0.9823261567046017,0.6121090478681381,0.952304951122501,0.9625897905381047,1.0267784937191167,0.4525443872140674,1.2146853474952768,1.0,1.080483892388505,1.0,1.0267784937191167,1.0,0.5581870079040527,4.114966857990765,2.2654202382994213,6.938574104194238
0,1.0073229170930738,0.5488887839908358,0.9538733982236363,1.0,0.9890767434463846,0.5314926397980466,1.2887496260966667,0.9986981328792945,1.11990141060966,0.9996219891408761,1.0333561083622005,0.986628913157909,0.5357398986816406,4.67412086421642,2.0265833047279997,7.23644406762606
0,0.9621424893289909,0.6203325508933469,0.9,1.0,0.9185014691377223,0.2376405121362989,1.0689607513119097,1.0,0.9627294035118967,1.0,1.0653280143074295,1.0,0.6330122947692871,5.1397109534658725,1.940834293648697,7.713557541883857
0,0.9422808210942134,0.8985081055717009,0.9538748838538939,0.9925820996187165,1.0905351431018333,0.6302634947715298,1.2432881864035252,0.9977102303717121,1.1241433572188737,0.9978149774250934,1.035718031960368,0.9928023213194577,0.5717892646789551,6.261780795895342,0.9886458163047704,7.822215876879068
0,1.0382802016989319,0.5567102956408343,1.003480184511687,0.9920341313305251,1.1033175976587617,0.534897740613993,1.1782031767632755,0.9556710295640833,1.0677892493322914,0.9937312732829203,0.9511640204918058,0.959177151628244,0.44811487197875977,4.438310855291694,3.192124334927112,8.078550062197566
0,0.9985659063242368,0.644207840620626,0.9086624075270916,1.0,1.057696163812217,0.3326415031800641,1.1253170045400782,1.0,0.9331174878509769,1.0,1.1374892674773112,0.9773274028300429,0.6271672248840332,5.67347421339302,1.949223502846907,8.24986494112396
0,0.9401450045719606,0.6810398552906614,1.0029656391138533,1.0,1.0893083022012355,0.7593620800621685,1.2152502189748282,1.0,1.1328561656718286,1.0,1.0728278585106557,0.9258489674543555,0.5815329551696777,5.944566994943612,1.8203495488853023,8.346449498998592
0,0.9878276550390803,0.9921797860416484,0.9216891645285954,0.9959288147916556,1.3528771061740008,0.9468807203773342,1.3053273021789025,0.9922608922572898,1.0368735517158763,0.9982385034408282,0.9931741555499783,0.9912837446124642,0.6848926544189453,7.5023393605404385,0.39598718601339833,8.583219200972783
0,0.9874594269421387,0.5,1.023148393402077,0.9976904199981685,1.1952774444171177,0.4890593212338643,1.2178508471794456,0.9999047531252763,1.2149077600752036,1.0,0.9788417111037924,0.9998037381915583,0.47402191162109375,6.130437516324399,2.1151914610563862,8.71965088900188
0,0.9746865206397961,0.6671896294004158,0.9682554555262111,0.9988801732505506,1.035987147459693,0.47015049019237914,1.1868486166952756,0.956097652890516,1.0897044028158491,0.9666004153575559,1.021565101860865,0.9513235767558084,0.42986583709716797,3.8806417881051445,4.426121328358765,8.736628953561077
0,0.980185833319424,0.9772566070907038,0.9209746485294773,1.0,1.0453691215099559,0.7822739391191249,1.3922468229806901,1.0,1.2644789316423939,1.0,1.0749711798007686,1.0,0.5484433174133301,8.407750181841818,0.28191197969451876,9.238105478949667
0,0.9,0.6744780216620629,1.087331035751154,1.0,1.1110820624590871,0.5686958196662251,1.0789982170626713,1.0,0.9,1.0,0.9001004042876504,1.0,0.4912877082824707,7.673550828834623,1.449994723019403,9.614833260136496
0,0.9255152725547563,0.8505928126359927,1.0193486607943678,0.9537883089549755,1.2,0.6589660129048821,1.2,1.0,0.9,0.9978336866915806,0.9,1.0,0.48249006271362305,7.5865436950882525,1.5520384566324001,9.621072214434276
0,1.0131585683366597,0.6307306875207488,0.9824425675496762,0.722186267958004,0.9933735389707898,0.44883929510447484,1.3069680707871014,0.9856478173977077,1.0410269326688457,0.9985458614206567,0.9861357975047287,0.9873378084416251,0.41387033462524414,3.4583391249197906,5.817292921251406,9.68950238079644
0,0.9812917134432884,0.7287568233441017,0.9550065358461947,0.9779308053057776,0.9811399089080154,0.6680888926402064,1.380430358934463,0.9895648576988612,1.2459545741720839,0.9960365653054668,0.9525638857210242,0.9202802907655594,0.4028291702270508,6.893260979986623,2.455341230699312,9.751431380912987
0,0.9066285225849929,0.7837235725382747,1.0233828660624853,0.9852832963674785,1.0045819715218234,0.7100861394499327,1.2064100280232695,0.9458437536359449,1.1667623027521596,0.9855264002177803,0.9206860099429354,0.9765711176590574,0.37697935104370117,6.600490833858654,2.8520097198644336,9.829479904766789
0,0.9,1.0,1.0324315839368126,1.0,1.2598995792534706,0.8977954521827114,1.2384366696484739,1.0,0.9,1.0,0.9,1.0,0.6726040840148926,9.215738166706368,0.09839764656916133,9.986739897290422
0,1.006065017083175,1.0,0.9,1.0,1.5,1.0,1.284784120965107,1.0,0.9199716897020337,1.0,1.0107972675553396,1.0,0.6733441352844238,9.344741302439209,0.0,10.018085437723633
0,0.9600661424912856,0.9764507046128803,0.9,1.0,1.0778438261032655,0.8502446882686153,1.46768582540418,1.0,1.270807462905752,1.0,1.027095061416242,1.0,0.5717892646789551,9.424581442554562,0.21903476508647002,10.215405472319986
0,0.9,0.9187129392939516,1.0267339342442077,1.0,0.9731621859185404,1.0,1.3612596293019872,1.0,1.3460458955277432,1.0,0.9,1.0,0.3950629234313965,9.918786388710771,0.25839192197336797,10.572241234115536
0,0.9789809924609029,0.5052616637246992,0.9650764369761302,0.9888771826102613,0.9,0.5347598327610465,1.409914899037017,0.999246616399574,1.2115095187673837,1.0,0.9,1.0,0.4096994400024414,8.210584811491431,2.180174922669358,10.80045917416323
0,0.9977280048268324,1.0,0.9,1.0,1.4802837133292313,1.0,1.33353495485761,1.0,0.9734546945293996,1.0,0.9,1.0,0.6541023254394531,10.316696188980167,0.0,10.97079851441962
