,ADD,ABD,ER,IR,EXT,FLEX,imb. ADD,imb. ABD,imb. ER,imb. IR,imb. EXT,imb. FLEX,obj_principal,obj_force,obj_imb,sum
0,0.9975273385459351,1.0,1.007445504605304,0.8982678548885662,1.13546960698113,0.9792777538146622,1.0056460262303113,1.0,0.9867142059403908,0.9692195729101697,1.0738424421059491,1.0,0.620457649230957,3.2113339510150896,0.6486081616333234,4.48039976187937
0,1.0077087450559443,1.0,1.0184713368821194,0.8869794286358152,1.1271168142520367,0.9765002301375241,1.0162728126005687,1.0,0.975273062334454,1.0,1.0910337093265148,1.0,0.6170849800109863,4.244786171748449,0.29690245378027996,5.158773605539715
0,1.0008925365577939,0.5850720599330886,1.02977793865157,0.44555837907389,1.0279839482400674,0.5175877001616772,0.9449085734082776,1.0,1.0384908675772409,0.9945929655981669,0.9965386141325094,1.0,0.9052906036376953,2.377090006960709,2.2248115710911547,5.507192181689559
0,0.9905000369236826,0.18379665158900144,0.9849078527911912,0.4464259870966321,1.0372138976820766,0.49541364137426336,0.9723338462421321,1.0,1.0354374652979748,1.0,1.014754632907122,0.9941493851091052,0.7558355331420898,2.1310907698125177,2.6385322404466307,5.525458543401238
0,1.0224630220789033,0.8638356286615215,0.9513469685395575,1.0,1.068573768488328,1.0,1.0217804608087688,1.0,1.0015585539282719,1.0,0.9,1.0,0.5266933441162109,4.92611427286873,0.11960769822383217,5.572415315208773
0,1.0024960513759251,0.9914570113232333,0.9791632194230966,1.0,1.136532094332748,1.0,0.9087370070869756,1.0,0.9645273891875408,1.0,0.9,1.0,0.48904895782470703,5.601212547839107,0.007504218625886462,6.0977657242897
0,0.9803397443816878,0.4256045144807943,1.0052496134887057,0.3357311654218634,1.0561032433087032,0.49021881641798015,0.9574947984809593,1.0,0.9949802503731004,0.962662424495875,1.0051974960159242,0.9678494444500465,1.1251311302185059,1.8989546241676099,3.6584518504707817,6.682537604856897
0,0.9854793242241615,0.4574167898804769,0.973860215066803,0.5892963210050716,1.1111562716257801,0.8011389804238092,0.963341867113665,1.0,0.9776383087333462,1.0,0.9180757080493814,1.0,0.5617399215698242,4.555548368278824,1.6596002576661875,6.776888547514836
0,1.0156022924754058,0.7467049309076016,0.9676435869361145,0.8122814940989802,1.0943048493981435,0.9625272078928823,1.0406333317620449,1.0,1.0231615610796918,1.0,1.1310870004265166,1.0,0.3452720642089844,5.732359282106973,0.714198667912719,6.791830014228676
0,1.0318764222826957,0.47773484859150317,1.0058447611363401,0.5491576744227074,1.1073451163568173,0.7966716681975003,1.0479302903336625,1.0,1.030829878036672,1.0,1.0823338615674676,1.0,0.4733085632324219,4.746203845622089,1.7436382789263625,6.963150687780874
