,ADD,ABD,ER,IR,EXT,FLEX,imb. ADD,imb. ABD,imb. ER,imb. IR,imb. EXT,imb. FLEX,obj_principal,obj_force,obj_imb,sum
0,1.0043915270785049,1.0,0.9838235322059911,0.7232819397464475,1.0429925887029539,1.0,0.9,1.0,0.9710013989612,1.0,0.9975786435459179,1.0,0.4744267463684082,2.9412772581874465,0.9904523240944466,4.406156328650301
0,1.007812431972783,1.0,0.9961598332658974,0.5637173053318896,0.9758627288686929,1.0,0.9447327718132913,1.0,0.951357738757198,1.0,0.9972317907463493,1.0,0.4805421829223633,2.419097329227733,1.5615793508391735,4.46121886298927
0,1.0034426003062236,1.0,0.9666916034380608,0.784927208659159,1.0241753986869773,1.0,0.9,1.0,0.966487274115141,1.0,1.000748961387925,1.0,0.4639706611633301,3.2905485821919287,0.769806444284228,4.524325687639487
0,0.9974355272058321,1.0,0.9823642479270874,0.6640144661606855,1.077469774151094,1.0,0.9305352716359454,1.0,0.971481743785754,1.0,1.0004477179264724,1.0,0.4744267463684082,2.8489603245344823,1.202587400866945,4.525974471769835
0,1.0025039647022231,0.9776555863292482,1.0292260022781092,0.5340973490113976,0.9974478372935708,0.9405509139933866,1.002213524796028,1.0,0.9953238411458624,1.0,1.0147715929596868,0.9620644187107735,0.47182369232177734,1.3638151554220284,2.794714214407948,4.6303530621517535
0,1.001711230876936,0.9957419104966686,0.9937164199981712,0.6399307823728593,1.102424915762136,0.9717386070234859,0.9373928862087263,0.9939720157449087,0.9746603005957368,0.9919372435466074,1.002350928059081,0.9934377543131707,0.0003933906555175781,2.629478830347127,2.046776264130078,4.676648485132723
0,0.9939580194192401,1.0,0.9956808268681051,0.6339036606837088,1.127820339266931,1.0,0.9102510403476086,1.0,0.971508745865225,1.0,0.9993512451487531,1.0,0.14963388442993164,3.304585232224001,1.310362503213719,4.764581619867651
0,0.9902301492930786,1.0,1.0421933661662532,0.5240572659214143,0.9564911532238112,1.0,1.0082868583635305,1.0,1.0076123698022474,1.0,1.0426628460790741,1.0,0.42947959899902344,3.043674486782922,1.7035338664634507,5.176687952245397
0,0.9775071035207482,1.0,0.9964083750306719,0.6408053335763406,1.100732911723798,1.0,0.9,1.0,0.9582658801481281,1.0,0.9964558358343731,1.0,0.0003933906555175781,3.945625406878307,1.285659460881089,5.231678258414914
0,0.9743187891736849,0.9339447939584354,1.022023408044223,0.9466762249195428,0.9515389738224024,0.9791511813088966,0.9408881274573415,0.9889553790978242,0.9900786921275427,0.9803761684220258,0.980540857795505,0.9922576891048016,0.44466161727905273,3.1288355875949234,1.701416945627078,5.274914150501054
0,0.9460027741929495,1.0,1.0271767570035164,0.6520413874482753,1.0358356818930627,1.0,0.9839846545124845,1.0,1.0190261301755368,1.0,1.0220227836433797,1.0,0.4423542022705078,3.6380913348992205,1.245442441215256,5.325887978384984
0,1.0055814022304537,1.0,0.9451601697607803,0.8718538945928396,0.9979483024428151,1.0,0.9,1.0,0.9425634458141982,1.0,1.0043495016853297,1.0,0.49272632598876953,4.3772912858895365,0.45867121144126555,5.328688823319571
0,1.0035699925410935,1.0,0.9364910981063945,0.4825264172787016,0.935431458527027,1.0,1.0020171345741204,1.0,0.9833815167216597,1.0,0.9965144771769386,1.0,0.46697235107421875,3.0178872483671255,1.8521845382775664,5.337044137718911
0,0.9891044214449105,1.0,0.9966581087082841,0.6343987896051001,1.142760356930714,1.0,0.9,1.0,0.9650650458805403,1.0,1.0045698199645732,1.0,0.14963388442993164,3.907162676201008,1.3085902965479561,5.365386857178896
0,0.9639141401814901,1.0,1.0276787938756504,1.0,0.9,1.0,0.9,1.0,1.0043108595229306,1.0,0.9564234791031618,1.0,0.45622730255126953,4.931880596517305,0.0,5.388107899068575
