,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bylevel,param_colsample_bytree,param_gamma,param_learning_rate,param_max_delta_step,param_max_depth,param_min_child_weight,param_n_estimators,param_reg_alpha,param_reg_lambda,param_scale_pos_weight,param_subsample,params
0,-0.0019671002530345927,-0.4282336131457869,-0.1963729494956059,-0.007431473669701648,-0.04050092693471519,-0.13794052810792115,0.16402377003356278,1,0.009487152099609375,0.0015307160760148078,0.0013265609741210938,0.00023959560726501705,0.4160029192647807,0.7304484857455519,0.13031389926541354,0.042815319280763466,13,21,2,87,5.497557739289786e-07,0.05936070635912049,0.060830282487222144,0.13556548021189216,"{'colsample_bylevel': 0.4160029192647807, 'colsample_bytree': 0.7304484857455519, 'gamma': 0.13031389926541354, 'learning_rate': 0.042815319280763466, 'max_delta_step': 13, 'max_depth': 21, 'min_child_weight': 2, 'n_estimators': 87, 'reg_alpha': 5.497557739289786e-07, 'reg_lambda': 0.05936070635912049, 'scale_pos_weight': 0.060830282487222144, 'subsample': 0.13556548021189216}"
1,-0.028319956413976884,-1.5809473210030844,0.04464211631946724,0.08280807917885358,0.14724035140585978,-0.27737944367504,0.6653435014509743,1,0.013003253936767578,0.0028587838693653737,0.0012769699096679688,0.00015137142826300207,0.8390144719977516,0.8844821246070537,4.358684608480795e-07,0.7988179462781242,17,3,1,68,0.0005266983003701547,276.5424475574225,0.3016410771843142,0.9923710598637134,"{'colsample_bylevel': 0.8390144719977516, 'colsample_bytree': 0.8844821246070537, 'gamma': 4.358684608480795e-07, 'learning_rate': 0.7988179462781242, 'max_delta_step': 17, 'max_depth': 3, 'min_child_weight': 1, 'n_estimators': 68, 'reg_alpha': 0.0005266983003701547, 'reg_lambda': 276.5424475574225, 'scale_pos_weight': 0.3016410771843142, 'subsample': 0.9923710598637134}"
2,-1.9267550067674173,-3.8235458520425,-0.09654377281038928,-1.5917103121057705,-1.8517977122440807,-1.86180523034524,1.2024780983388113,1,0.01118326187133789,0.0010837621816195777,0.0013095378875732423,0.00023996834605709717,0.4503841871781403,0.9195352964526833,8.168958221061441e-09,0.07356404539935663,4,23,1,88,0.00010376808625045426,476.96194787286544,1.3165669602830552,0.387658500562527,"{'colsample_bylevel': 0.4503841871781403, 'colsample_bytree': 0.9195352964526833, 'gamma': 8.168958221061441e-09, 'learning_rate': 0.07356404539935663, 'max_delta_step': 4, 'max_depth': 23, 'min_child_weight': 1, 'n_estimators': 88, 'reg_alpha': 0.00010376808625045426, 'reg_lambda': 476.96194787286544, 'scale_pos_weight': 1.3165669602830552, 'subsample': 0.387658500562527}"
3,-0.1459612202287297,-0.3024009003245578,0.13727387556691184,0.3223667598517207,0.28356272237850366,0.052283412005856254,0.2442481052899074,1,0.015160942077636718,0.0048994798302447904,0.0012493610382080078,0.0001611220974186204,0.8142720284737898,0.1801528457825951,0.00015936523535755285,0.4032083917998946,10,5,4,94,0.1611980387486336,4.3806965488564525e-05,0.0009365503147654213,0.8391548832503206,"{'colsample_bylevel': 0.8142720284737898, 'colsample_bytree': 0.1801528457825951, 'gamma': 0.00015936523535755285, 'learning_rate': 0.4032083917998946, 'max_delta_step': 10, 'max_depth': 5, 'min_child_weight': 4, 'n_estimators': 94, 'reg_alpha': 0.1611980387486336, 'reg_lambda': 4.3806965488564525e-05, 'scale_pos_weight': 0.0009365503147654213, 'subsample': 0.8391548832503206}"
4,0.06562680348611571,-1.4539933631234323,0.24157921936771343,-0.07402552389872574,0.13085089020936413,-0.22474321884513854,0.633328791748044,1,0.015915489196777342,0.003034013636770436,0.0013020038604736328,0.0002267087153753428,0.8015579071911014,0.44364889457651413,3.811128976537413e-05,0.2700390206185342,18,36,2,83,1.5057560255472018e-06,0.08186810622382998,0.029004593634154585,0.8835665823899177,"{'colsample_bylevel': 0.8015579071911014, 'colsample_bytree': 0.44364889457651413, 'gamma': 3.811128976537413e-05, 'learning_rate': 0.2700390206185342, 'max_delta_step': 18, 'max_depth': 36, 'min_child_weight': 2, 'n_estimators': 83, 'reg_alpha': 1.5057560255472018e-06, 'reg_lambda': 0.08186810622382998, 'scale_pos_weight': 0.029004593634154585, 'subsample': 0.8835665823899177}"
5,-0.03293399793611829,0.08803447193148717,0.16797705153476505,0.15462222260352998,-0.0980352973139289,0.05669013475351265,0.1040564323599609,1,0.01942920684814453,0.006651973248560337,0.0014581680297851562,0.00021208052947283584,0.7366877378057127,0.9399760402267441,2.6498051478267012e-08,0.0238149998729586,16,19,2,77,0.011683028450342707,0.0048879464985534336,0.13267482411031659,0.5689543694097536,"{'colsample_bylevel': 0.7366877378057127, 'colsample_bytree': 0.9399760402267441, 'gamma': 2.6498051478267012e-08, 'learning_rate': 0.0238149998729586, 'max_delta_step': 16, 'max_depth': 19, 'min_child_weight': 2, 'n_estimators': 77, 'reg_alpha': 0.011683028450342707, 'reg_lambda': 0.0048879464985534336, 'scale_pos_weight': 0.13267482411031659, 'subsample': 0.5689543694097536}"
6,-1.0845973977827117,-3.096550615223897,-0.03838846797351447,-1.0545899252347133,-0.509929715467039,-1.1670729066373478,1.0551704356319855,1,0.016362762451171874,0.003930152846540967,0.001412820816040039,0.0001931768142585547,0.6209085649172932,0.7776107350396038,1.3277909848852635e-06,0.5605967693796124,12,30,3,71,0.004026635957416632,0.040887904512512056,109.72255122430063,0.6612742297240571,"{'colsample_bylevel': 0.6209085649172932, 'colsample_bytree': 0.7776107350396038, 'gamma': 1.3277909848852635e-06, 'learning_rate': 0.5605967693796124, 'max_delta_step': 12, 'max_depth': 30, 'min_child_weight': 3, 'n_estimators': 71, 'reg_alpha': 0.004026635957416632, 'reg_lambda': 0.040887904512512056, 'scale_pos_weight': 109.72255122430063, 'subsample': 0.6612742297240571}"
7,0.11471945692816399,-1.4557045655530312,0.14542344835203413,-0.10653385628172996,0.04135385749127107,-0.2581636285912181,0.6150872715681794,1,0.015818309783935548,0.0055708136839616755,0.0018364429473876954,0.0008575487841990574,0.5479690370134094,0.9208091341729433,2.083286323303108e-05,0.4734922490673386,6,3,3,51,2.9618722230360503e-06,8.153638964242,0.0015718563651880596,0.577028860872224,"{'colsample_bylevel': 0.5479690370134094, 'colsample_bytree': 0.9208091341729433, 'gamma': 2.083286323303108e-05, 'learning_rate': 0.4734922490673386, 'max_delta_step': 6, 'max_depth': 3, 'min_child_weight': 3, 'n_estimators': 51, 'reg_alpha': 2.9618722230360503e-06, 'reg_lambda': 8.153638964242, 'scale_pos_weight': 0.0015718563651880596, 'subsample': 0.577028860872224}"
8,-0.0009685312308436168,-3.48894450794943,0.09731858373516189,3.619351467087917e-05,0.18638668659844548,-0.6613561165766172,1.4396053240362956,1,0.021476554870605468,0.005797591948194773,0.0012860774993896484,0.00022953285574419825,0.955923206446829,0.7036152301751524,0.03823613443879595,0.06786442521779147,8,11,0,69,0.00022356829889037284,1.2908532337409298e-07,4.73588486119117,0.4499578015509351,"{'colsample_bylevel': 0.955923206446829, 'colsample_bytree': 0.7036152301751524, 'gamma': 0.03823613443879595, 'learning_rate': 0.06786442521779147, 'max_delta_step': 8, 'max_depth': 11, 'min_child_weight': 0, 'n_estimators': 69, 'reg_alpha': 0.00022356829889037284, 'reg_lambda': 1.2908532337409298e-07, 'scale_pos_weight': 4.73588486119117, 'subsample': 0.4499578015509351}"
9,-1.9626720301820508,-3.7884024072541234,-0.08064272288367724,-2.0374461974535634,-1.948844439486407,-1.962792141396676,1.1890530253809544,1,0.007699298858642578,0.0019392761187634882,0.001333904266357422,0.00019669561097095792,0.013594004182195795,0.819651719467114,0.002807995180059625,0.03229300915669146,12,14,2,58,0.11080071157037095,5.745523087821567,3.573713830065675,0.029649078936835577,"{'colsample_bylevel': 0.013594004182195795, 'colsample_bytree': 0.819651719467114, 'gamma': 0.002807995180059625, 'learning_rate': 0.03229300915669146, 'max_delta_step': 12, 'max_depth': 14, 'min_child_weight': 2, 'n_estimators': 58, 'reg_alpha': 0.11080071157037095, 'reg_lambda': 5.745523087821567, 'scale_pos_weight': 3.573713830065675, 'subsample': 0.029649078936835577}"
